protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|Q9HSS7,HALSA,NA,G3P,1,43,3,40,15,8,30,7,20,6,20,8,12,19,10,22,14,21,28,2,7
tr|Q9HSR4,HALSA,NA,Q9HSR4,1,34,0,31,20,3,16,7,15,1,24,7,9,10,11,14,13,17,25,0,3
tr|Q9HSN1,HALSA,NA,Q9HSN1,1,41,4,36,43,13,31,3,20,4,23,6,9,16,9,19,16,29,27,0,13
sp|P0DMG4,HALSA,NA,DHEB,1,55,2,38,29,4,37,9,17,6,26,10,12,28,14,29,21,26,47,9,10
tr|Q9HSM3,HALSA,NA,Q9HSM3,1,79,8,62,33,15,49,19,26,9,42,10,13,28,12,40,22,56,49,7,21
sp|P57697,HALSA,NA,PSA,1,24,0,31,21,5,27,4,13,6,17,1,4,7,16,17,16,12,23,1,8
sp|Q9HSL2,HALSA,NA,RL15E,1,16,1,14,12,4,17,3,7,19,12,1,10,4,9,28,11,7,11,6,4
tr|Q9HSK5,HALSA,NA,Q9HSK5,1,42,4,36,31,15,29,8,16,5,19,15,11,13,12,25,18,23,31,3,7
tr|Q9HSI9,HALSA,NA,Q9HSI9,1,7,0,12,18,3,8,5,5,6,9,4,3,4,5,8,4,6,7,1,3
sp|Q9HSH0,HALSA,NA,PFDB,1,11,0,10,21,1,11,1,1,5,15,4,3,3,17,3,4,6,7,0,2
tr|Q9HSF4,HALSA,NA,Q9HSF4,1,11,0,13,15,3,6,1,3,6,13,1,6,2,2,9,4,6,9,1,5
sp|Q9HSF3,HALSA,NA,IPYR,1,16,2,29,19,6,9,3,7,8,12,3,4,10,8,4,3,5,17,2,10
tr|Q9HSD8,HALSA,NA,Q9HSD8,1,19,1,19,13,7,13,5,2,1,12,1,5,6,1,9,5,8,15,0,2
tr|A0A510N4C4,HALSA,NA,A0A510N4C4,1,8,1,11,22,2,11,1,12,5,4,1,3,6,2,6,16,8,18,0,5
sp|Q9HSC3,HALSA,NA,LONB,1,69,2,69,58,12,57,14,43,32,54,25,21,32,28,40,47,31,55,1,12
sp|Q9HSA4,HALSA,NA,SYM,1,75,9,68,80,27,56,18,29,12,55,10,20,29,21,33,23,39,50,12,23
tr|Q9HSA1,HALSA,NA,Q9HSA1,1,86,5,84,62,19,59,16,33,17,49,17,15,31,18,51,38,54,79,5,14
tr|Q9HS58,HALSA,NA,Q9HS58,1,25,0,29,72,6,8,10,10,24,26,3,10,0,20,23,10,10,11,0,3
tr|Q9HS54,HALSA,NA,Q9HS54,1,37,7,56,57,22,49,21,36,18,51,17,16,36,22,47,36,41,50,3,19
tr|Q9HS32,HALSA,NA,Q9HS32,1,47,1,26,19,8,22,6,15,1,21,7,3,8,7,13,15,15,16,2,4
tr|Q9HS27,HALSA,NA,Q9HS27,1,9,0,11,6,5,9,2,1,2,10,1,1,2,0,7,4,8,8,0,2
tr|Q9HS08,HALSA,NA,Q9HS08,1,21,0,54,29,17,15,12,12,9,28,4,9,19,10,12,13,15,22,7,15
sp|O07683,HALSA,NA,SYDND,1,30,0,50,49,20,33,14,16,12,40,6,4,20,15,28,22,22,38,1,16
tr|Q9HS02,HALSA,NA,Q9HS02,1,34,1,30,33,7,18,6,10,6,23,4,7,12,13,14,9,12,25,6,7
tr|Q9HRZ6,HALSA,NA,Q9HRZ6,1,24,4,32,14,13,30,8,10,9,17,9,10,15,8,11,22,18,21,1,13
tr|Q9HRZ5,HALSA,NA,Q9HRZ5,1,63,3,57,58,20,48,10,32,15,40,13,17,22,15,33,26,39,50,3,18
sp|Q9HRY2,HALSA,NA,DNAK,1,69,0,70,79,13,59,8,40,17,44,9,21,21,34,24,25,40,46,1,9
sp|Q9HRY0,HALSA,NA,GRPE,1,29,0,34,31,2,13,3,4,5,14,4,3,5,7,20,9,12,19,0,3
tr|Q9HRV6,HALSA,NA,Q9HRV6,1,30,4,39,56,16,37,11,25,21,25,18,20,20,16,16,34,28,35,7,16
tr|Q9HRV5,HALSA,NA,Q9HRV5,1,37,0,50,35,13,23,10,15,7,34,5,12,8,18,23,25,39,33,5,12
tr|Q9HRU8,HALSA,NA,Q9HRU8,1,23,0,24,33,3,12,13,9,4,24,4,4,16,1,11,8,16,21,1,6
tr|Q9HRU5,HALSA,NA,Q9HRU5,1,48,1,29,20,11,33,5,23,5,18,3,13,8,12,9,18,33,18,3,8
tr|Q9HRU4,HALSA,NA,Q9HRU4,1,66,8,29,34,12,46,9,10,7,28,10,8,17,8,21,17,27,26,6,9
sp|Q9HRT1,HALSA,NA,HPRL,1,13,0,23,15,1,13,5,17,7,18,6,4,8,4,9,7,10,23,0,5
tr|Q9HRS0,HALSA,NA,Q9HRS0,1,26,2,10,12,6,35,4,5,11,7,9,7,13,2,11,19,17,24,2,8
tr|Q9HRR3,HALSA,NA,Q9HRR3,1,21,0,15,13,14,16,4,10,9,30,6,7,21,6,17,14,17,18,5,11
tr|Q9HRR2,HALSA,NA,Q9HRR2,1,22,2,11,10,15,19,8,13,7,39,10,5,8,9,10,16,16,23,10,17
tr|Q9HRQ0,HALSA,NA,Q9HRQ0,1,11,0,14,21,2,33,0,2,3,5,10,4,8,2,11,3,3,1,0,0
tr|Q9HRP3,HALSA,NA,Q9HRP3,1,40,2,20,27,9,27,8,12,3,19,7,5,13,11,9,17,17,20,1,7
tr|Q9HRN3,HALSA,NA,Q9HRN3,1,40,2,18,13,4,36,1,19,10,15,2,13,13,8,15,30,17,33,2,9
sp|Q9HRM7,HALSA,NA,DHE4,1,47,0,42,38,13,37,5,14,12,29,7,16,18,10,21,19,31,41,5,12
tr|Q9HRM6,HALSA,NA,Q9HRM6,1,57,1,40,25,11,30,8,10,7,34,8,9,17,10,15,26,19,37,3,13
sp|P33518,HALSA,NA,COX1,1,53,1,27,17,46,58,14,43,9,65,24,11,29,10,20,36,51,40,21,18
tr|Q9HRJ2,HALSA,NA,Q9HRJ2,1,17,1,15,10,4,13,5,13,3,9,2,3,6,2,7,7,6,13,0,2
tr|Q9HRI8,HALSA,NA,Q9HRI8,1,74,3,32,26,9,38,15,5,5,28,8,11,13,11,18,20,27,43,0,9
tr|Q9HRI4,HALSA,NA,Q9HRI4,1,31,2,37,21,8,23,4,16,10,23,9,6,8,4,11,13,23,29,2,6
sp|Q9HRI2,HALSA,NA,ALF1,1,39,0,26,18,6,23,6,7,10,17,8,9,13,5,10,18,9,24,5,10
tr|Q9HRD8,HALSA,NA,Q9HRD8,1,23,2,19,12,6,14,2,12,5,10,4,1,5,3,11,9,13,15,0,3
sp|Q9HRC7,HALSA,NA,TFE,1,14,4,16,27,7,9,1,3,2,23,6,6,7,2,14,4,5,13,2,7
tr|Q9HRB5,HALSA,NA,Q9HRB5,1,50,6,46,54,15,44,12,31,16,22,11,18,23,15,22,18,28,45,11,16
tr|Q9HRA8,HALSA,NA,Q9HRA8,1,81,2,58,51,4,26,7,14,9,37,5,2,11,15,22,23,25,30,5,6
sp|Q9HRA5,HALSA,NA,RS3A,1,18,0,17,26,5,8,3,10,6,14,2,4,5,13,17,15,17,18,1,7
sp|Q9HRA2,HALSA,NA,RS15,1,13,0,14,22,2,9,6,6,8,12,2,4,8,7,14,7,7,9,1,4
tr|Q9HR85,HALSA,NA,Q9HR85,1,39,4,35,25,11,46,5,7,8,29,6,11,24,8,21,22,14,48,5,12
tr|Q9HR60,HALSA,NA,Q9HR60,1,56,0,85,44,12,33,6,16,1,27,3,6,19,8,17,25,41,45,2,3
tr|Q9HR57,HALSA,NA,Q9HR57,1,19,2,18,14,4,6,4,3,1,13,4,2,4,10,9,6,4,7,0,2
tr|Q9HR28,HALSA,NA,Q9HR28,1,16,1,16,13,1,13,6,10,11,13,3,4,10,9,7,10,11,20,0,3
tr|Q9HQZ8,HALSA,NA,Q9HQZ8,1,49,4,36,22,10,41,11,11,10,35,9,8,15,12,15,21,27,32,3,12
tr|Q9HQZ4,HALSA,NA,Q9HQZ4,1,34,0,28,14,7,13,5,8,2,19,3,4,10,7,15,12,13,13,2,4
tr|Q9HQZ0,HALSA,NA,Q9HQZ0,1,71,2,68,35,15,46,4,32,9,44,12,12,25,19,27,25,35,50,2,9
sp|P61116,HALSA,NA,FLAB1,1,19,0,10,10,4,16,0,14,8,13,3,13,3,9,5,20,18,19,2,7
sp|P13077,HALSA,NA,FLAB2,1,23,0,13,12,4,16,0,15,7,12,3,14,2,8,4,13,24,18,2,6
sp|P13078,HALSA,NA,FLAB3,1,18,0,8,12,4,16,1,14,10,13,3,13,3,8,4,20,18,19,2,7
tr|Q9HQV0,HALSA,NA,Q9HQV0,1,8,4,9,3,1,6,3,3,0,2,1,1,4,3,3,5,4,2,0,0
tr|Q9HQU8,HALSA,NA,Q9HQU8,1,66,6,78,43,15,59,18,24,11,50,16,14,40,12,31,36,48,54,17,29
sp|Q9HQU4,HALSA,NA,IMDH,1,64,2,48,43,8,46,9,24,12,24,16,11,21,13,31,28,27,61,0,11
sp|P13075,HALSA,NA,FLAA2,1,21,0,10,11,5,17,1,14,11,13,3,16,2,9,4,13,18,19,2,5
sp|Q9HQT7,HALSA,NA,GCH31,1,32,1,27,11,8,22,10,13,1,19,5,6,8,14,17,14,21,18,1,7
sp|Q9HQM6,HALSA,NA,PURA,1,46,3,43,36,10,56,9,20,9,33,6,13,19,8,29,15,24,40,3,18
sp|P13575,HALSA,NA,RL1,1,24,0,33,14,5,11,2,7,5,16,8,9,10,8,15,7,13,24,0,1
sp|P05969,HALSA,NA,RL11,1,20,1,18,19,5,16,0,7,5,11,1,4,11,7,3,5,11,16,0,3
tr|Q9HQK8,HALSA,NA,Q9HQK8,1,32,2,36,17,10,20,11,5,3,16,9,7,10,3,13,12,17,16,7,15
tr|F2Z6I7,HALSA,NA,F2Z6I7,1,27,4,28,23,13,27,11,11,17,17,6,9,17,13,15,19,19,19,3,14
tr|Q9HQJ9,HALSA,NA,Q9HQJ9,1,64,2,63,53,15,64,20,31,15,52,18,15,32,27,31,40,35,36,6,21
sp|Q9V2W4,HALSA,NA,RS13,1,15,0,18,20,3,18,3,10,5,6,4,5,1,9,16,6,15,13,1,3
sp|Q9HQJ5,HALSA,NA,RS11,1,16,0,7,8,1,14,4,7,5,6,4,5,8,7,8,7,8,9,1,2
sp|Q9HQJ3,HALSA,NA,RL13,1,14,1,17,9,4,12,0,5,3,10,4,5,5,2,14,9,8,17,1,5
sp|Q9HQJ2,HALSA,NA,RS9,1,14,0,11,9,4,14,1,5,7,8,3,3,4,4,16,8,5,12,1,3
sp|Q9HQI9,HALSA,NA,ENO,1,74,1,40,30,14,40,8,15,7,27,2,11,12,8,26,12,26,36,1,8
sp|P57713,HALSA,NA,RS2,1,26,1,29,24,6,16,2,10,4,17,4,11,14,8,15,11,22,20,1,8
sp|P57710,HALSA,NA,RS28,1,6,1,2,10,0,11,1,6,3,2,3,2,2,5,5,3,4,8,0,0
sp|P61136,HALSA,NA,NDK,1,14,0,23,14,8,16,8,7,5,11,6,3,4,4,9,4,8,11,3,3
tr|Q9HQG9,HALSA,NA,Q9HQG9,1,13,0,10,20,5,1,1,4,4,17,2,2,3,0,10,6,7,11,0,3
tr|A0A510N6B0,HALSA,NA,A0A510N6B0,1,5,8,2,2,2,5,0,3,4,1,1,2,3,4,4,6,2,1,0,2
tr|Q9HQE5,HALSA,NA,Q9HQE5,1,55,0,57,21,16,48,14,21,11,30,7,8,22,7,26,24,32,32,9,18
tr|Q9HQC8,HALSA,NA,Q9HQC8,1,11,0,13,12,6,10,6,2,4,6,3,1,5,2,3,4,4,10,1,4
tr|Q9HQA0,HALSA,NA,Q9HQA0,1,15,0,10,12,5,6,5,3,0,6,2,2,1,7,2,2,8,7,0,1
tr|P82854,HALSA,NA,P82854,1,48,3,34,32,12,45,9,14,5,22,5,6,11,10,15,15,32,33,2,9
tr|Q9HQ85,HALSA,NA,Q9HQ85,1,30,2,24,11,7,19,6,5,4,14,5,6,8,3,10,5,13,23,0,5
tr|Q9HQ61,HALSA,NA,Q9HQ61,1,95,5,69,59,19,61,16,28,15,51,22,12,25,13,31,29,34,57,4,14
tr|Q9HQ60,HALSA,NA,Q9HQ60,1,5,0,10,9,1,6,2,3,0,4,1,0,3,0,6,4,9,6,2,2
sp|Q9HQ52,HALSA,NA,THYX,1,30,3,22,22,7,11,7,7,3,20,10,7,14,10,18,12,15,19,4,6
sp|Q9HQ29,HALSA,NA,FUMC,1,73,1,33,41,13,42,12,19,17,35,9,25,18,19,20,21,23,40,1,8
tr|Q9HQ03,HALSA,NA,Q9HQ03,1,25,1,24,21,12,27,3,11,9,23,5,7,13,3,16,18,11,35,0,6
tr|Q9HPY7,HALSA,NA,Q9HPY7,1,36,0,38,24,7,16,2,9,9,35,5,9,12,0,19,11,23,25,3,5
sp|P02945,HALSA,NA,BACR,1,30,0,10,11,13,26,0,15,7,39,10,3,12,4,7,14,19,23,8,11
tr|Q9HPU1,HALSA,NA,Q9HPU1,1,74,0,77,72,20,66,10,43,26,58,14,22,44,21,52,33,40,74,3,10
tr|Q9HPS1,HALSA,NA,Q9HPS1,1,63,0,37,19,9,40,11,10,0,18,5,6,14,6,25,16,20,45,2,7
tr|Q9HPR2,HALSA,NA,Q9HPR2,1,104,3,111,43,20,47,22,19,3,52,6,6,22,12,46,25,56,68,4,15
tr|Q9HPP8,HALSA,NA,Q9HPP8,1,72,3,65,68,16,60,17,27,13,35,11,15,21,13,36,23,37,58,3,17
sp|Q9HPP1,HALSA,NA,SUCC,1,52,0,40,41,11,34,3,17,11,24,9,14,11,11,15,12,16,48,1,12
tr|Q9HPN3,HALSA,NA,Q9HPN3,1,33,0,27,11,7,21,5,4,4,19,4,1,14,4,19,8,23,20,1,9
tr|Q9HPN2,HALSA,NA,Q9HPN2,1,37,2,32,21,4,29,9,13,3,22,5,4,14,10,13,12,23,23,2,10
tr|Q9HPM9,HALSA,NA,Q9HPM9,1,32,7,37,27,5,30,6,15,4,20,7,8,15,3,13,35,37,23,1,10
tr|Q9HPM7,HALSA,NA,Q9HPM7,1,36,3,18,19,6,20,5,3,2,22,4,0,11,5,14,19,17,17,2,9
tr|Q9HPM5,HALSA,NA,Q9HPM5,1,20,1,13,16,1,9,8,1,1,20,2,2,2,1,9,4,4,6,0,3
tr|Q9HPM4,HALSA,NA,Q9HPM4,1,60,3,39,18,14,55,13,5,0,14,1,5,21,9,45,14,23,51,7,10
tr|Q9HPM1,HALSA,NA,Q9HPM1,1,36,2,21,18,4,24,4,6,6,18,4,5,9,4,17,9,22,25,0,3
tr|Q9HPJ5,HALSA,NA,Q9HPJ5,1,22,0,21,12,5,19,3,4,3,19,2,3,13,2,20,7,9,21,0,2
tr|Q9HPJ2,HALSA,NA,Q9HPJ2,1,26,0,25,32,3,9,0,5,2,22,4,4,5,5,8,12,3,21,3,6
tr|Q9HPH2,HALSA,NA,Q9HPH2,1,52,0,45,30,12,28,6,11,7,27,3,9,13,16,19,29,26,37,1,5
tr|Q9HPG8,HALSA,NA,Q9HPG8,1,98,13,102,106,42,85,27,38,28,72,23,42,45,43,43,60,77,67,9,31
sp|P0DMI3,HALSA,NA,HTR1,1,85,0,44,65,5,31,1,28,9,27,11,13,2,33,32,44,56,45,1,4
tr|Q9HPF4,HALSA,NA,Q9HPF4,1,26,0,44,33,5,27,11,24,15,37,7,10,8,9,28,19,25,42,1,9
sp|Q9HPF0,HALSA,NA,CDCH,1,63,1,57,76,21,60,9,53,30,59,19,23,45,29,53,35,37,58,5,9
sp|Q9HPD4,HALSA,NA,RL3,1,23,0,26,24,9,39,6,9,16,17,6,11,30,11,28,12,26,30,5,7
sp|Q9HPD3,HALSA,NA,RL4,1,34,0,23,21,5,23,5,2,9,18,2,6,12,10,21,10,17,28,1,3
