protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|P12023,MOUSE,CGH+17,A4,1,58,18,49,92,21,40,25,24,42,56,23,30,36,36,34,36,53,69,9,19
sp|Q91V92,MOUSE,CGH+17,ACLY,1,92,16,57,64,45,102,27,75,74,88,34,33,55,31,46,60,61,80,11,40
sp|Q99KI0,MOUSE,CGH+17,ACON,1,60,13,47,41,22,74,24,57,54,67,11,36,44,30,37,38,47,47,9,22
sp|P62737,MOUSE,CGH+17,ACTA,1,29,7,21,29,12,28,9,30,19,27,16,12,19,11,18,26,24,20,4,16
sp|Q8BFZ3,MOUSE,CGH+17,ACTBL,1,27,6,23,26,14,29,8,28,18,27,17,10,20,12,20,21,25,26,4,15
sp|P60710,MOUSE,CGH+17,ACTB,1,29,6,23,26,13,28,9,28,19,27,17,9,19,12,18,25,26,22,4,15
sp|P68033,MOUSE,CGH+17,ACTC,1,29,6,22,28,12,28,9,30,19,27,16,12,19,11,18,24,26,21,4,16
sp|P63260,MOUSE,CGH+17,ACTG,1,29,6,20,29,13,28,9,29,19,27,17,9,19,12,18,25,26,21,4,15
sp|P63268,MOUSE,CGH+17,ACTH,1,29,7,20,29,12,28,9,30,19,27,16,12,20,10,18,25,25,20,4,16
sp|Q7TPR4,MOUSE,CGH+17,ACTN1,1,73,11,62,85,30,40,27,61,53,84,26,44,30,52,55,36,48,34,16,25
sp|P57780,MOUSE,CGH+17,ACTN4,1,76,8,64,86,30,43,30,60,56,83,25,47,29,57,53,46,42,36,16,25
sp|P68134,MOUSE,CGH+17,ACTS,1,29,6,22,28,12,28,9,30,19,26,17,12,19,11,18,23,27,21,4,16
sp|Q61072,MOUSE,CGH+17,ADAM9,1,51,44,42,43,34,88,22,38,37,60,15,42,65,36,50,64,30,52,7,25
sp|P48962,MOUSE,CGH+17,ADT1,1,32,4,16,6,20,31,3,18,23,24,8,8,7,14,16,17,10,23,5,13
sp|P51881,MOUSE,CGH+17,ADT2,1,34,4,17,6,19,30,2,20,24,21,8,7,7,12,17,14,16,21,5,14
sp|A2ASQ1,MOUSE,CGH+17,AGRIN,1,151,140,94,111,58,203,54,38,49,170,19,46,150,89,122,146,126,136,14,34
sp|P07724,MOUSE,CGH+17,ALBU,1,59,36,34,56,29,18,17,11,51,64,8,19,29,23,25,30,40,35,2,22
sp|P05064,MOUSE,CGH+17,ALDOA,1,41,8,14,24,8,30,9,20,26,34,4,15,20,16,15,21,22,22,3,12
sp|P32261,MOUSE,CGH+17,ANT3,1,32,9,25,34,25,27,5,23,34,48,10,27,25,16,22,33,23,32,4,11
sp|P10107,MOUSE,CGH+17,ANXA1,1,33,5,24,26,11,21,5,20,29,35,9,12,7,16,21,18,22,20,0,12
sp|P48036,MOUSE,CGH+17,ANXA5,1,25,1,28,27,13,23,3,18,21,36,8,7,5,11,19,20,23,18,1,12
sp|P17427,MOUSE,CGH+17,AP2A2,1,75,16,45,56,40,46,16,55,53,110,15,48,48,45,44,71,55,70,5,25
sp|Q00623,MOUSE,CGH+17,APOA1,1,18,0,17,25,6,8,6,1,19,35,6,8,9,25,16,18,15,20,7,5
sp|P50429,MOUSE,CGH+17,ARSB,1,24,10,27,24,19,49,24,19,23,66,11,22,49,19,25,33,32,26,12,20
sp|Q8VDN2,MOUSE,CGH+17,AT1A1,1,80,23,58,70,46,76,16,79,56,95,26,42,46,32,47,57,60,78,12,24
sp|Q9DCX2,MOUSE,CGH+17,ATP5H,1,13,1,11,15,6,4,2,10,18,13,4,8,11,8,5,7,5,9,4,7
sp|Q03265,MOUSE,CGH+17,ATPA,1,54,2,29,31,15,52,6,38,31,54,12,17,19,25,38,41,27,46,0,16
sp|P56480,MOUSE,CGH+17,ATPB,1,62,0,28,36,15,51,10,37,23,49,13,10,29,25,25,27,30,46,0,13
sp|Q8C9W3,MOUSE,CGH+17,ATS2,1,69,57,74,72,34,94,49,38,50,101,22,48,96,52,91,79,61,80,18,28
sp|P01887,MOUSE,CGH+17,B2MG,1,6,2,5,6,5,3,5,7,9,8,6,4,9,5,4,8,10,9,2,6
sp|P82198,MOUSE,CGH+17,BGH3,1,59,11,29,42,16,48,16,39,38,85,21,39,29,25,30,41,47,48,2,18
sp|P98063,MOUSE,CGH+17,BMP1,1,49,39,65,66,52,89,26,38,57,63,9,34,53,35,68,80,47,63,16,42
sp|P14106,MOUSE,CGH+17,C1QB,1,11,4,11,11,11,40,4,9,15,22,3,11,24,10,9,13,17,19,3,6
sp|Q8CG16,MOUSE,CGH+17,C1RA,1,29,26,41,44,34,62,19,30,35,57,14,30,47,43,29,38,42,38,11,38
sp|Q61112,MOUSE,CGH+17,CAB45,1,22,1,32,43,17,17,17,14,23,34,16,21,13,13,19,17,10,20,6,6
sp|P14211,MOUSE,CGH+17,CALR,1,21,3,56,51,18,26,7,19,43,27,5,16,26,15,9,18,14,17,11,14
sp|O35887,MOUSE,CGH+17,CALU,1,18,2,46,36,17,16,11,11,29,21,9,9,8,11,13,11,12,17,6,12
sp|P40124,MOUSE,CGH+17,CAP1,1,37,6,23,30,13,32,11,23,40,38,10,21,35,20,13,42,25,39,6,10
sp|P10605,MOUSE,CGH+17,CATB,1,18,16,18,18,13,41,10,19,15,22,4,19,17,7,12,27,17,19,12,15
sp|P97821,MOUSE,CGH+17,CATC,1,27,14,19,29,18,36,18,23,20,35,10,23,23,14,23,34,23,35,11,27
sp|P18242,MOUSE,CGH+17,CATD,1,14,8,21,18,15,42,8,28,29,41,10,15,23,15,9,34,22,34,4,20
sp|O70370,MOUSE,CGH+17,CATS,1,22,12,20,21,10,31,9,15,24,23,12,19,11,10,15,22,16,19,9,20
sp|Q9JJN5,MOUSE,CGH+17,CBPN,1,21,5,23,23,18,38,18,15,18,45,8,31,32,20,31,27,24,31,6,23
sp|Q8R2G6,MOUSE,CGH+17,CCD80,1,56,7,48,67,25,60,26,35,81,70,26,26,72,50,73,74,50,61,9,33
sp|P10148,MOUSE,CGH+17,CCL2,1,11,4,3,6,5,3,1,4,11,13,5,6,8,4,8,18,18,15,2,3
sp|P10810,MOUSE,CGH+17,CD14,1,33,8,19,20,11,26,4,8,12,69,2,17,26,13,18,37,14,21,5,3
sp|P41731,MOUSE,CGH+17,CD63,1,25,15,7,11,13,17,2,21,14,24,7,11,3,9,4,10,11,26,2,6
sp|P35762,MOUSE,CGH+17,CD81,1,19,12,9,7,15,20,3,19,10,30,7,11,5,11,3,9,14,21,3,8
sp|P60766,MOUSE,CGH+17,CDC42,1,11,6,11,13,8,9,2,8,17,19,2,5,15,6,6,10,16,19,1,7
sp|P06909,MOUSE,CGH+17,CFAH,1,26,82,53,95,33,99,30,73,85,62,10,54,97,37,58,99,78,74,26,63
sp|P63038,MOUSE,CGH+17,CH60,1,60,3,38,42,9,56,4,42,54,51,17,21,18,16,22,25,32,55,1,7
sp|Q06890,MOUSE,CGH+17,CLUS,1,22,11,27,39,23,15,11,14,29,48,15,20,19,32,24,39,19,27,4,10
sp|P11087,MOUSE,CGH+17,CO1A1,1,130,18,60,76,26,389,9,25,55,51,14,34,276,48,69,67,44,42,6,14
